"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"59","Boechera lyallii","(S. Watson) Dorn","","Lyall's rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Boechera","Boechera lyallii","","","","native","S5 (2015)",NA,"1913-08-01","John Davidson","UBC","V64033",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:64",NA,5,"reported","unobserved","RBCM:  Garibaldi PP Panorama Ridge",75799,"VAS"
"60","Boechera stricta","(Graham) Al-Shehbaz","","drummond's rockcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Boechera","Boechera stricta","","","","native","S5 (2015)",NA,"1926-08-01","George Hardy","RBCM","V008031",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:65",NA,5,"reported","unobserved","",75824,"VAS"
"61","Bolboschoenus maritimus ssp. paludosus","(L.) Palla","(A.Nelson) T.Koyama","seacoast bulrush alkali marsh","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Bolboschoenus","Bolboschoenus maritimus","","paludosus","","native","S1 (2015)",NA,"2007-08-19","Frank Lomer","UBC","V233607",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953926",NA,5,"confirmed","observed","Reported as: Scirpus paludosus",79646,"VAS"
"62","Botrychium lanceolatum","(Gmel.)","","triangle moonwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium lanceolatum","","","","native","S4S5 (2019)",NA,"1963-05-17","Thomas M.C. Taylor, F. Lang","UBC","V101056",NA,"2022-09-11","Steve Ansell","iNaturalist","134950196",NA,10,"confirmed","observed","UBC: Squamish",1002058,"VAS"
"63","Botrychium neolunaria","Stensvold & Farrar","","North American moonwort","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium neolunaria","","","","native","S5 (2019)",NA,"1965-01-01","B. Fraser","UBC","V161026",NA,"1965-01-01","B. Fraser","UBC","V161026",NA,1,"reported","unobserved","Reported as Botrychium lunaria by B. Fraser (UBC: V161026)",502412,"VAS"
"64","Botrychium simplex","E.Hitchc.","","little grapefern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae","","Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae",NA,"Botrychium","Botrychium simplex","","","","native","S4? (2019)",NA,"2021-07-17","Steve Ansell","iNaturalist","87436335",NA,"2022-07-25","Dawn Hanna","iNaturalist","127917162",NA,3,"new 2021","observed","",75852,"VAS"
"65","Boykinia occidentalis","Torr. & A. Gray","","coastal brookfoam","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Boykinia","Boykinia occidentalis","","","","native","S5 (2015)",NA,"2017-07-26","Adam Huggins","iNaturalist","7243349",NA,"2021-09-18","Kate McKeown","iNaturalist","98938943",NA,8,"new 2017","observed","",68213,"VAS"
"66","Brewerimitella breweri","(A.Gray) R.A.Folk & Y.Okuyama","","Brewer's mitrewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Brewerimitella","Brewerimitella breweri","","","","native","S4S5 (2015)",NA,"1913-07-30","A. E. Baggs","UBC","V47146",NA,"2020-08-26","citizen1","iNaturalist","58125326",NA,8,"confirmed","observed","UBC:  Garibaldi PP between Garibaldi & Lesser Garibaldi Lakes",1424142,"VAS"
"67","Brodiaea coronaria","(Salisb.) Engl","","crown brodiaea","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Brodiaeoideae",NA,"Brodiaea","Brodiaea coronaria","","","","native","S3S4 (2015)",NA,"1975-07-06","Golden Stanley","RBCM","V083598",NA,"2022-07-24","Claude Nozères","iNaturalist","131105544",NA,20,"confirmed","observed","RBCM:  Gibsons",57126,"VAS"
"68","Bromus marginatus","Nees ex Steud.","","mountain brome","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Bromus","Bromus marginatus","","","","native","S5 (2020)",NA,"1938-08-09","John Eastham","RBCM","V011304",NA,"1938-08-09","John Eastham","RBCM","V011304",NA,1,"reported","unobserved","",159467,"VAS"
"69","Calamagrostis canadensis","(Michx.) P.Beauv.","","bluejoint reedgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Calamagrostis","Calamagrostis canadensis","","","","native","S5 (2020)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:10",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:77",NA,3,"confirmed","observed","",75925,"VAS"
"70","Calamagrostis purpurea","(Trin.) Trin.","","bluejoint reedgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooidiae",NA,"Calamagrostis"," Calamagrostis purpurea","","","","native","S5 (2020)",NA,"1938-08-13","John Eastham","RBCM","V011314",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:78",NA,3,"reported","unobserved","Reported as Calamagrostis canadensis var. langsdorffii by B. Fraser (UBC: V158373)",467380,"VAS"
"71","Caltha leptosepala","DC.","","white marsh marigold","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Caltha","Caltha leptosepala","","","","native","S5 (2000)",NA,"1913-08-01","John Davidson","UBC","V63337",NA,"2022-07-22","Paolo Pietropaolo","iNaturalist","127766786",NA,19,"confirmed","observed","",64445,"VAS"
"72","Calypso bulbosa var. occidentalis","(L.) Oakes","(Holz.) Cockerell","western fairy slipper","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Calypso","Calypso bulbosa","","","occidentalis","native","S5 (2000)",NA,"2003-05-03","Steve Ansell","iNaturalist","108399353",NA,"2022-06-06","eddaedda","iNaturalist","120607680",NA,9,"confirmed","observed","",57724,"VAS"
"73","Camassia leichtlinii ssp. suksdorfii","(Baker) S. Wats.","(Greenm.) Gould","great camas","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Agavoideae",NA,"Camassia","Camassia leichtlinii","","suksdorfii","","native","S4 (2019)",NA,"1993-05-24","Terry Taylor","RBCM","V182029",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:85",NA,3,"confirmed","observed","",79659,"VAS"
"74","Campanula alaskana","L.","","harebell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Campanulaceae","Campanuloideae",NA,"Campanula","Campanula alaskana","","","","native","S5 (2015)",NA,"2015-06-06","Steve Ansell","iNaturalist","66763743",NA,"2022-07-10","Ben Keen","iNaturalist","125687996",NA,12,"confirmed","observed","now recognized as a species here on the west coast; formerly C. rotundifolia; https://data.canadensys.net/vascan/taxon/9755",967218,"VAS"
"75","Campanula rotundifolia complex","","","common harebell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Campanulaceae","Campanuloideae",NA,"Campanula","","","","","native","S5 (2019)",NA,"1951-08-22","W. Cottle","UBC","V27336",NA,"1958-06-22","W.M. Bird","UBC","V80066",NA,2,"reported","unobserved","",984576,"VAS"
"76","Capnoides sempervirens","(L.) Pers.","","rock harlequin","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Papaveraceae","Fumarioideae",NA,"Capnoides","Capnoides sempervirens","","","","native","S5 (2015)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman","UBC","V101042",NA,"2022-07-22","Jane Pendray","iNaturalist","127464814",NA,29,"confirmed","observed","",204148,"VAS"
"77","Cardamine pensylvanica","Muhl. ex Willd","","Pennsylvania bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Cardamine","Cardamine pensylvanica","","","","native","S5 (2015)",NA,"1912-08-15","John Davidson","UBC","V12583",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:90",NA,4,"confirmed","observed","",76005,"VAS"
"78","Cardamine umbellata","Greene","","umbel bitter-cress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Cardamine","Cardamine umbellata","","","","native","S5 (2015)",NA,"2018-08-09","Adam Schneider","iNaturalist","66161677",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:91",NA,2,"new 2018","observed","",359566,"VAS"
"79","Carex albonigra","Mack.","","black-and-white sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex albonigra","","","","native","S5 (2015)",NA,"1917-08-10","John Davidson","UBC","V234059",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:92",NA,2,"reported","unobserved","UBC: Garibaldi PP Polemonium Ridge",76009,"VAS"
"80","Carex aquatilis var. dives","Wahlenb.","(Holm) Kük.","Sitka sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex aquatilis","","","dives","native","unlisted",NA,"1938-08-16","Turesson, Göte W.; Alm, Carl G.","Université de Montréal Biodiversity Centre","MT00185341",NA,"2022-08-05","Nina Hewitt","iNaturalist","130029702",NA,7,"confirmed","observed","UBC: Oxbow L Squamish R; aka C.sitchensis & C. aquatilis",80511,"VAS"
"81","Carex aurea","Nutt.","","golden sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex aurea","","","","native","S5 (2019)",NA,"2019-08-25","Lena Dietz Chiasson","iNaturalist","31997726",NA,"2022-08-05","Nina Hewitt","iNaturalist","130030506",NA,3,"new 2019","observed","",76017,"VAS"
"82","Carex canescens","L.","","hoary sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex canescens","","","","native","S5 (2006)",NA,"2019-06-13","citizen1","iNaturalist","27254184",NA,"2022-05-29","Daniel Stewart","iNaturalist","119526495",NA,4,"new 2019","observed","UBC:   Hollyburn Plateau",76023,"VAS"
"83","Carex circinata","C.A. Mey.","","coiled sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex circinata","","","","native","S5 (2015)",NA,"1969-09-05","Thomas C. Brayshaw","UBC","V215338",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:96",NA,2,"reported","unobserved","UBC:   NW end Garibaldi Lake",159912,"VAS"
"84","Carex echinata","Murray","","star sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex echinata","","","","native","S5 (2020)",NA,"2020-05-31","Ben Keen","iNaturalist","48057493",NA,"2021-08-05","Cole Gaerber","iNaturalist","90403649",NA,3,"new 2020","observed","",76035,"VAS"
"85","Carex foenea","Willd.","","straw sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex foenea","","","","native","S5",NA,"1964-09-20","Vladimir J. Krajina, R.C. Brooke","UBC","V108850",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:101",NA,4,"reported","unobserved","UBC:  Garibaldi PLP below Warren Glacier",204268,"VAS"
"86","Carex garberi","Fernald","","elk sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex garberi","","","","native","S5 (2015)",NA,"1965-07-20","B. Fraser","UBC","V161042",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:102",NA,3,"reported","unobserved","UBC:  Garibaldi PP Sentinel Gl foreland",159956,"VAS"
"87","Carex illota","L.H. Bailey","","sheep sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex illota","","","","native","S5 (2015)",NA,"1956-08-08","Vernon C. Brink","UBC","V55950",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:104",NA,6,"reported","unobserved","RBCM:  Garibaldi PP Black Tusk Lake",76053,"VAS"
"88","Carex kelloggii var. limnophila","W.Boott","(Holm) B.L.Wilson & R.E.Brainerd","lakeshore sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex kelloggii","","","limnophila","native","S4S5 (2015)",NA,"1969-09-05","T. Brayshaw","RBCM","V055038",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:107",NA,3,"reported","unobserved","RBCM:  Garibaldi PP Barrier Lake. aka C. hindsii",80516,"VAS"
"89","Carex laeviculmis","Meinsh.","","smooth-stemmed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex laeviculmis","","","","native","S5 (2015)",NA,"2019-06-13","citizen1","iNaturalist","27254031",NA,"2020-08-26","citizen1","iNaturalist","58156929",NA,5,"new 2019","observed","",76062,"VAS"
"90","Carex lenticularis var. dolia","Michx.","(M.E.Jones) L.A.Standl.","goose-grass sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex lenticularis","","","dolia","native","S5? (2015)",NA,"1969-09-03","T. Brayshaw; J. Foster","RBCM","V055043",NA,"1969-09-03","T. Brayshaw; J. Foster","RBCM","V055043",NA,1,"reported","unobserved","Reported as Carex plectocarpa by T. Christopher Brayshaw (RBCM: V055043)",239791,"VAS"
"91","Carex leporina","L.","","oval sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex leporina","","","","native","S5 (2015)",NA,"1968-06-15","V. Bednar","UBC","V134552",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:108",NA,2,"reported","unobserved","UBC:  lakeshore near Squamish",76067,"VAS"
"92","Carex luzulina var. ablata","Olney","(L.H.Bailey) F.J.Herm.","woodrush sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex luzulina","","","ablata","native","SNA (2012)",NA,"1960-08-11","E. B. Peterson","MICH","1377855",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:110",NA,4,"reported","unobserved","UBC:  Cypress Bowl ski area lower parking lot along power line trail (to species level)",76075,"VAS"
"93","Carex lyngbyei","Hornem.","","Lyngbye's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex lyngbyei","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:6",NA,"2022-05-29","Daniel Stewart","iNaturalist","119514096",NA,13,"confirmed","observed","",76076,"VAS"
"94","Carex macrocephala","Willd. ex Spreng.","","large-headed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex macrocephala","","","","native","S4 (2015)",NA,"2017-06-11","Vanessa","iNaturalist","6596150",NA,"2021-09-25","dhmredrock","iNaturalist","96139753",NA,8,"new 2017","observed","",160006,"VAS"
"95","Carex macrochaeta","C.A. Mey.","","Alaska large awn sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex macrochaeta","","","","native","S5 (2015)",NA,"1912-08-11","John Davidson","UBC","V42673",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:114",NA,5,"reported","unobserved","iNat: needs i.d.",160007,"VAS"
"96","Carex mertensii","Prescott ex Bong.","","Mertens' sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex mertensii","","","","native","S5 (2015)",NA,"1913-08-07","John Davidson","UBC","V42545",NA,"2022-08-26","John D Reynolds","iNaturalist","133785493",NA,40,"confirmed","observed","",76078,"VAS"
"97","Carex microptera","Mack.","","small-winged sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex microptera","","","","native","S5 (2015)",NA,"1957-09-11","Vernon C. Brink","UBC","V210609",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:117",NA,2,"reported","unobserved","UBC:  Garibaldi PP near Warren Glacier",76079,"VAS"
"98","Carex nigricans","C.A. Mey","","black alpine sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex nigricans","","","","native","S5 (2015)",NA,"1912-08-10","John Davidson","UBC","V42581",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:118",NA,14,"confirmed","observed","UBC:   between Black Tusk and Helm Lake",76084,"VAS"
"99","Carex obnupta","L.H. Bailey","","slough sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex obnupta","","","","native","S5 (2019)",NA,"2019-12-28","Ben Keen","iNaturalist","37048702",NA,"2021-08-29","Else Mikkelsen","iNaturalist","105864947",NA,5,"new 2019","observed","",61000,"VAS"
